"GEOID","water","developed","frac_22","frac_23","frac_24","frac_31","forest","frac_42","frac_43","frac_52","frac_71","pasture","cropland","wetland","frac_95","year","county_name","state_fips_code","county_code","n_farms","acres_operated","net_income","land_value_acre","pasture_2011","crp_acres_2011","crp_share_2011","cropland_lag","cropland_change","transition","transition_dir"
29007,0.00656362809240818,0.028154656291008,0.028228210285306,0.00528840767219663,0.00135641160886735,0.000633324554655701,0.0976849421858788,6.6823216911871e-05,0.000421267672209069,2.49340373557061e-05,0.00023359565238934,0.190428778529167,0.620208144187927,0.0199963692575693,0.000710559019353241,2011,"AUDRAIN",29,7,1089,415192,28981000,1601,0.190428778529167,12305,0.0277740718464906,0.609044075012207,0.01116406917572,0,0
29007,0.00695805856958032,0.0289094746112823,0.0291368793696165,0.00547926872968674,0.00145564903505147,0.000772425381001085,0.0968563854694366,6.9815301685594e-05,0.000442710937932134,0.000406393693992868,0.000675213697832078,0.177502825856209,0.630726516246796,0.0199088603258133,0.000699516909662634,2021,"AUDRAIN",29,7,1015,436483,37461000,3822,0.190428778529167,12305,0.0277740718464906,0.620208144187927,0.010518372058869,0,0
29009,0.0141940908506513,0.0460609458386898,0.0104738222435117,0.00351990479975939,0.000732141430489719,0.00103884632699192,0.387483090162277,0.0282380599528551,0.0392410308122635,0.000408643652917817,0.000758846872486174,0.465908914804459,0.00137558137066662,0.000322220847010612,0.000243879141635261,2001,NA,NA,NA,NA,NA,NA,NA,0.465535134077072,158.7,0.000318676062392435,NA,NA,NA,NA
29009,0.0145963057875633,0.0470589324831963,0.0125710032880306,0.00463114259764552,0.000922402366995811,0.00124338234309107,0.381383717060089,0.0269280839711428,0.0382145456969738,0.000160381649038754,0.00226416834630072,0.465535134077072,0.00395466294139624,0.000306502392049879,0.000229718280024827,2011,"BARRY",29,9,1669,321319,1572000,1678,0.465535134077072,158.7,0.000318676062392435,0.00137558137066662,0.00257908157072962,0,0
29009,0.0145834721624851,0.0486673526465893,0.0133348926901817,0.00497248349711299,0.00106104859150946,0.0015048326458782,0.376597791910172,0.026435986161232,0.0370352938771248,0.00112927204463631,0.00340292020700872,0.462085127830505,0.00864428281784058,0.000288247567368671,0.000257061183219776,2021,"BARRY",29,9,1427,268132,51948000,2538,0.465535134077072,158.7,0.000318676062392435,0.00395466294139624,0.00468961987644434,0,0
29011,0.00614070892333984,0.0330279245972633,0.0166023522615433,0.00281165353953838,0.000513036735355854,0.000693347072228789,0.100669503211975,0.000361629761755466,0.00377774075604975,2.91167293653416e-06,2.32933834922733e-05,0.446300536394119,0.354237288236618,0.033669788390398,0.00116825639270246,2001,NA,NA,NA,NA,NA,NA,NA,0.42621636390686,20022.9,0.0528449870993665,NA,NA,NA,NA
29011,0.00611549848690629,0.032317228615284,0.0188332963734865,0.00322997896000743,0.000643548439256847,0.000969707907643169,0.0989521741867065,0.000399481505155563,0.00401817867532372,1.39760295496671e-05,0.000210823971428908,0.42621636390686,0.373452514410019,0.0333409421145916,0.00128629873506725,2011,"BARTON",29,11,960,336912,8642000,1000,0.42621636390686,20022.9,0.0528449870993665,0.354237288236618,0.019215226173401,0,0
29011,0.00668733566999435,0.0332100503146648,0.019363047555089,0.00342585961334407,0.00070585822686553,0.00106462847907096,0.0974561721086502,0.000395405164454132,0.00384334451518953,5.47394483874086e-05,0.000493945204652846,0.392144381999969,0.406934350728989,0.0328815616667271,0.00133929122239351,2021,"BARTON",29,11,940,332209,40013000,2105,0.42621636390686,20022.9,0.0528449870993665,0.373452514410019,0.03348183631897,1,1
29013,0.0077799572609365,0.0354203730821609,0.0115905841812491,0.00198406679555774,0.000263257650658488,0.000747336831409484,0.10881183296442,0.000259992433711886,0.00104042910970747,3.87743821192998e-05,0.000331827090121806,0.492540270090103,0.284279257059097,0.0491658225655556,0.0057462458498776,2001,NA,NA,NA,NA,NA,NA,NA,0.456858813762665,13817.1,0.0258029734881004,NA,NA,NA,NA
29013,0.00834816321730614,0.0360838137567043,0.0125572867691517,0.00230898801237345,0.000306929840007797,0.00104161398485303,0.106994822621346,0.000273869576631114,0.0010796117130667,6.10339993727393e-05,0.00105957442428917,0.456858813762665,0.318329423666,0.0485933795571327,0.00610270537436008,2011,"BATES",29,13,1293,468118,7830000,1199,0.456858813762665,13817.1,0.0258029734881004,0.284279257059097,0.034050166606903,1,1
29013,0.00998164340853691,0.0368124656379223,0.0131099410355091,0.00252100173383951,0.000364887353498489,0.00110813102219254,0.106157839298248,0.000311011361191049,0.00108369311783463,0.00112406304106116,0.00221524108201265,0.410826027393341,0.360344916582108,0.0480979382991791,0.00594124803319573,2021,"BATES",29,13,1169,448135,24762000,2268,0.456858813762665,13817.1,0.0258029734881004,0.318329423666,0.042015492916108,1,1
29015,0.0650105029344559,0.0388991981744766,0.0096389465034008,0.00179513345938176,0.000283694273093715,0.00218441267497838,0.461569041013718,0.0192040298134089,0.0177851840853691,0.00028863683110103,0.00528306234627962,0.30033266544342,0.066650390625,0.00510729337111115,0.00596776651218534,2001,NA,NA,NA,NA,NA,NA,NA,0.295635670423508,1217.2,0.00270140356970249,NA,NA,NA,NA
29015,0.0634910985827446,0.038553811609745,0.0127196656540036,0.0027773177716881,0.000367735483450815,0.00248858821578324,0.457215547561646,0.0183083657175303,0.0174448620527983,0.000600294442847371,0.00819795019924641,0.295635670423508,0.0708603411912918,0.00500893732532859,0.00632977159693837,2011,"BENTON",29,15,839,258867,2573000,1115,0.295635670423508,1217.2,0.00270140356970249,0.066650390625,0.0042099505662918,0,0
29015,0.0647492408752441,0.0396875366568565,0.0132432673126459,0.00335600366815925,0.000449929648311809,0.00295381736941636,0.452336192131042,0.0177634842693806,0.0170191992074251,0.00420525949448347,0.00897199660539627,0.289986431598663,0.0745927020907402,0.00493874913081527,0.00574617506936193,2021,"BENTON",29,15,800,240653,4639000,2090,0.295635670423508,1217.2,0.00270140356970249,0.0708603411912918,0.00373236089944841,0,0
29017,0.00221959943883121,0.0328399799764156,0.0031544619705528,0.000520707690156996,4.08354862884153e-05,0.000272090575890616,0.554960072040558,0.00353775243274868,0.0145361069589853,0.000288645358523354,0.00434254622086883,0.258212327957153,0.100904785096645,0.0210380982607603,0.00313198124058545,2001,NA,NA,NA,NA,NA,NA,NA,0.253148943185806,2726.3,0.00689403018655971,NA,NA,NA,NA
29017,0.00254194741137326,0.0331617891788483,0.00467229634523392,0.000688524742145091,4.75481683679391e-05,0.000372652342775837,0.553389847278595,0.00318308128044009,0.0139393266290426,0.0005693593993783,0.00322344177402556,0.253148943185806,0.106951907277107,0.0208702571690083,0.00323905260302126,2011,"BOLLINGER",29,17,913,228067,2246000,1292,0.253148943185806,2726.3,0.00689403018655971,0.100904785096645,0.00604712218046201,0,0
29017,0.0032156438101083,0.0344792902469635,0.00479637272655964,0.000773077248595655,7.04831691109575e-05,0.000449356390163302,0.552606046199799,0.00305431568995118,0.013699185103178,0.00151742773596197,0.00222936877980828,0.245631575584412,0.11366081982851,0.0203654635697603,0.00345150893554091,2021,"BOLLINGER",29,17,788,200228,9012000,2014,0.253148943185806,2726.3,0.00689403018655971,0.106951907277107,0.006708912551403,0,0
29019,0.0143837137147784,0.0489436388015747,0.0472875572741032,0.0171435084193945,0.00392576353624463,0.00236159423366189,0.331996560096741,0.00848742667585611,0.0187105480581522,3.89808956242632e-05,0.000302031869068742,0.340892136096954,0.153752982616425,0.00937673635780811,0.00239683082327247,2001,NA,NA,NA,NA,NA,NA,NA,0.327532202005386,6067.7,0.0138293625301654,NA,NA,NA,NA
29019,0.0151780601590872,0.0469076260924339,0.0557876601815224,0.0252156611531973,0.00483491970226169,0.00236564921215177,0.327399045228958,0.00796043779700994,0.0183918289840221,0.00010712234507082,0.00141713907942176,0.327532202005386,0.155313968658447,0.00932046119123697,0.00226822518743575,2011,"BOONE",29,19,1388,269605,4910000,2544,0.327532202005386,6067.7,0.0138293625301654,0.153752982616425,0.00156098604202198,0,0
29019,0.0146374115720391,0.0511716678738594,0.059131346642971,0.0285938028246164,0.00551670836284757,0.00277966586872935,0.325534641742706,0.00757034821435809,0.0172191765159369,0.00155772699508816,0.00301730376668274,0.306263953447342,0.165195941925049,0.00924392882734537,0.00256643909960985,2021,"BOONE",29,19,1171,240710,4857000,3644,0.327532202005386,6067.7,0.0138293625301654,0.155313968658447,0.00988197326660201,0,0
29021,0.0164721943438053,0.0475227646529675,0.0526020750403404,0.0227202642709017,0.0073002171702683,0.0017808061093092,0.164907291531563,2.76200898952084e-05,0.000339810794685036,8.45342146931216e-05,0.000420545868109912,0.238834783434868,0.413485646247864,0.0249483566731215,0.00855306815356016,2001,NA,NA,NA,NA,NA,NA,NA,0.221382603049278,7983.4,0.0305550469268841,NA,NA,NA,NA
29021,0.0171901434659958,0.045638132840395,0.0561157949268818,0.0255133062601089,0.00868705101311207,0.00221130950376391,0.162029787898064,2.76200898952084e-05,0.000361572077963501,6.44468746031635e-05,0.00115596828982234,0.221382603049278,0.427390068769455,0.0237856023013592,0.00844653975218534,2011,"BUCHANAN",29,21,848,200150,3736000,1790,0.221382603049278,7983.4,0.0305550469268841,0.413485646247864,0.013904422521591,0,0
29021,0.0162021443247795,0.0480748042464256,0.0571529231965542,0.0260655712336302,0.00938768126070499,0.00268946983851492,0.160364747047424,7.61644914746284e-05,0.000385007326258346,0.000789845245890319,0.00278535904362798,0.203572243452072,0.439605057239532,0.0215247720479965,0.011324193328619,2021,"BUCHANAN",29,21,727,188688,26805000,3451,0.221382603049278,7983.4,0.0305550469268841,0.427390068769455,0.012214988470077,0,0
29023,0.0058135986328125,0.0370735488831997,0.0288061983883381,0.00485089048743248,0.00100309168919921,0.000845022732391953,0.257950663566589,0.00973480381071568,0.0311252158135176,0.000384236802347004,0.000520894536748528,0.0738880038261414,0.480880707502365,0.0659575462341309,0.00116557872388512,2001,NA,NA,NA,NA,NA,NA,NA,0.0744488537311554,465.9,0.001047809173198,NA,NA,NA,NA
29023,0.00572652230039239,0.0367982015013695,0.0325943753123283,0.00675271730870008,0.00116712553426623,0.000973772024735808,0.255279868841171,0.00881355721503496,0.0293117128312588,0.000390698725823313,0.00164186465553939,0.0744488537311554,0.479414492845535,0.0653892531991005,0.00129699183162302,2011,"BUTLER",29,23,673,247820,12215000,1499,0.0744488537311554,465.9,0.001047809173198,0.480880707502365,-0.00146621465683,0,0
29023,0.0059024840593338,0.0402883365750313,0.0327604971826077,0.00763878365978599,0.00140025233849883,0.000998617964796722,0.253592878580093,0.00881057418882847,0.0286073964089155,0.000756543886382133,0.00205000303685665,0.0738922581076622,0.476801484823227,0.0651298835873604,0.00137002055998892,2021,"BUTLER",29,23,509,234110,43222000,3184,0.0744488537311554,465.9,0.001047809173198,0.479414492845535,-0.00261300802230802,0,0
29025,0.00361778493970633,0.0341842547059059,0.0182504616677761,0.00204137549735606,0.000180363524123095,0.00059932452859357,0.153421685099602,3.9631446270505e-05,0.000537046580575407,5.90427698625717e-05,9.46281215874478e-05,0.551930546760559,0.215285524725914,0.0189721789211035,0.000786158489063382,2001,NA,NA,NA,NA,NA,NA,NA,0.529262900352478,40257.5,0.147522125298906,NA,NA,NA,NA
29025,0.00373667944222689,0.033597569912672,0.0197347793728113,0.00298166577704251,0.000209480509511195,0.000700425182003528,0.152175337076187,4.77194989798591e-05,0.000577486818656325,6.84133192407899e-05,0.000638147175777704,0.529262900352478,0.236495688557625,0.0188807845115662,0.000892920768819749,2011,"CALDWELL",29,25,959,230313,2985000,1369,0.529262900352478,40257.5,0.147522125298906,0.215285524725914,0.021210163831711,1,1
29025,0.00390733731910586,0.0343476422131062,0.0202684290707111,0.003238057019189,0.000270140881184489,0.000940640282351524,0.15153831243515,8.24981179903261e-05,0.000576678023207933,0.00168168637901545,0.0025257938541472,0.480591356754303,0.280383050441742,0.0186737757176161,0.00097461009863764,2021,"CALDWELL",29,25,1035,244528,12069000,2275,0.529262900352478,40257.5,0.147522125298906,0.236495688557625,0.043887361884117,1,1
29027,0.0121985748410225,0.0350934527814388,0.0212688446044922,0.00536935310810804,0.000860934378579259,0.00167414045426995,0.391269892454147,0.0112390108406544,0.0202834289520979,4.94062660436612e-05,0.000378177763195708,0.317808002233505,0.171667471528053,0.00978054665029049,0.0010587889701128,2001,NA,NA,NA,NA,NA,NA,NA,0.307962417602539,11932.7,0.0223408296357251,NA,NA,NA,NA
29027,0.0129274455830455,0.0348273441195488,0.0246993042528629,0.00659932009875774,0.00103972817305475,0.0018322744872421,0.389410465955734,0.010630046017468,0.0197715815156698,0.000171400184626691,0.00189369858708233,0.307962417602539,0.17754453420639,0.00967434141784906,0.0010161423124373,2011,"CALLAWAY",29,27,1494,357517,12612000,1780,0.307962417602539,11932.7,0.0223408296357251,0.171667471528053,0.00587706267833699,0,0
29027,0.0129009895026684,0.036829985678196,0.0257519781589508,0.00708362180739641,0.00116726220585406,0.00206302851438522,0.388146728277206,0.00999196525663137,0.0188837628811598,0.00215911795385182,0.00317584211006761,0.292635768651962,0.188388958573341,0.00960545893758535,0.00121557083912194,2021,"CALLAWAY",29,27,1417,316066,8078000,3267,0.307962417602539,11932.7,0.0223408296357251,0.17754453420639,0.010844424366951,0,0
29029,0.0744508504867554,0.0597854480147362,0.0163263715803623,0.00501826405525208,0.00103208574000746,0.00266498466953635,0.631103336811066,0.004026735201478,0.010893426835537,0.000155943460413255,0.00481257122009993,0.186481416225433,0.000627306522801518,0.00214215065352619,0.000479109294246882,2001,NA,NA,NA,NA,NA,NA,NA,0.189562886953354,34.4,8.19439855667899e-05,NA,NA,NA,NA
29029,0.0718958824872971,0.0564437545835972,0.0246156714856625,0.0100745493546128,0.00167272018734366,0.00322845042683184,0.616678774356842,0.00392277352511883,0.0106504345312715,0.000782169227022678,0.00699821952730417,0.189562886953354,0.000876093981787562,0.00209556380286813,0.000502054754178971,2011,"CAMDEN",29,29,623,178495,2215000,1254,0.189562886953354,34.4,8.19439855667899e-05,0.000627306522801518,0.000248787458986044,0,0
29029,0.0700691044330597,0.057109147310257,0.0260587260127068,0.0118552921339869,0.00210995716042817,0.00339961564168334,0.610653877258301,0.00390705140307546,0.010338413529098,0.00184047420043498,0.00752103654667735,0.191865250468254,0.0007051783031784,0.00197065365500748,0.000596209312789142,2021,"CAMDEN",29,29,533,138617,-1859000,2176,0.189562886953354,34.4,8.19439855667899e-05,0.000876093981787562,-0.000170915678609162,0,0
29031,0.0162409413605928,0.0563568212091923,0.0337946824729443,0.0117544066160917,0.00322228553704917,0.00180692004505545,0.282940655946732,0.000444790464825928,0.00419511878862977,0,0.00017066414875444,0.339254915714264,0.232887908816338,0.014620709232986,0.00230918033048511,2001,NA,NA,NA,NA,NA,NA,NA,0.307713687419891,12425.8,0.0335605601168122,NA,NA,NA,NA
29031,0.0178804434835911,0.0560347996652126,0.0402616262435913,0.0150760468095541,0.00397820910438895,0.00173199945129454,0.27832019329071,0.000421677628764883,0.00421645399183035,1.42232875077752e-05,0.000443228171207011,0.307713687419891,0.257335126399994,0.0142805883660913,0.00229168008081615,2011,"CAPE GIRARDEAU",29,31,1204,260980,6612000,1891,0.307713687419891,12425.8,0.0335605601168122,0.232887908816338,0.024447217583656,1,1
29031,0.0177871715277433,0.0593115761876106,0.0415116548538208,0.0163811575621367,0.00457025365903974,0.00338308932259679,0.276632040739059,0.000412900291848928,0.00416644616052508,0.000257797073572874,0.00037629745202139,0.282868504524231,0.275914639234543,0.0140292793512344,0.00239716237410903,2021,"CAPE GIRARDEAU",29,31,1139,252911,17900000,3133,0.307713687419891,12425.8,0.0335605601168122,0.257335126399994,0.018579512834549,0,0
29033,0.0148387309163809,0.0320807434618473,0.0162592176347971,0.00213457574136555,0.00036568715586327,0.000382087891921401,0.106333062052727,4.80569324281532e-05,0.000420126598328352,2.37807507801335e-05,0.000186282544746064,0.337054312229156,0.459663778543472,0.0264625977724791,0.00374699733220041,2001,NA,NA,NA,NA,NA,NA,NA,0.308622032403946,54467.5,0.122520794828109,NA,NA,NA,NA
29033,0.0167035590857267,0.0309315826743841,0.0184083022177219,0.00245213485322893,0.000433065957622603,0.000762429262977093,0.10514460504055,5.10295285494067e-05,0.000438096321886405,4.75615015602671e-05,0.00058364326832816,0.308622032403946,0.485870331525803,0.0258245933800936,0.00372705841436982,2011,"CARROLL",29,33,1081,417080,21726000,1295,0.308622032403946,54467.5,0.122520794828109,0.459663778543472,0.026206552982331,1,1
29033,0.0158475581556559,0.0315537936985493,0.018634244799614,0.00251760077662766,0.000438276212662458,0.0016083549708128,0.104753740131855,6.88650907250121e-05,0.000437871873145923,0.00155067420564592,0.0018113125115633,0.288839995861053,0.50190794467926,0.0246248934417963,0.00540489749982953,2021,"CARROLL",29,33,1112,431832,48280000,3134,0.308622032403946,54467.5,0.122520794828109,0.485870331525803,0.016037613153457,0,0
29035,0.003096365602687,0.0305552892386913,0.00294270971789956,0.00061098748119548,2.93547072942602e-05,0.0012516847345978,0.765255630016327,0.0351464450359344,0.0664536580443382,0.00087995856301859,0.00281361327506602,0.0829863026738167,3.41333793585363e-06,0.00717832800000906,0.000796217937022448,2001,NA,NA,NA,NA,NA,NA,NA,0.0845708325505257,119.6,0.000368329878574922,NA,NA,NA,NA
29035,0.00332859926857054,0.0296789389103651,0.00451687118038535,0.00252087484113872,4.71040657430422e-05,0.00163129984866828,0.751567184925079,0.0338257625699043,0.064158707857132,0.00606108084321022,0.0102760717272758,0.0845708325505257,1.36533515160409e-06,0.0068274368532002,0.000987790641374886,2011,"CARTER",29,35,228,92560,-565000,1048,0.0845708325505257,119.6,0.000368329878574922,3.41333793585363e-06,-2.04800278424954e-06,0,0
29035,0.00370535580441356,0.0302093662321568,0.00485922070220113,0.00262327492237091,6.82667596265674e-05,0.00213445466943085,0.753715634346008,0.0342219173908234,0.0617246180772781,0.00601364439353347,0.00739761255681515,0.0855637043714523,0.000122197496239096,0.00640141125768423,0.00123925227671862,2021,"CARTER",29,35,196,73642,-237000,1663,0.0845708325505257,119.6,0.000368329878574922,1.36533515160409e-06,0.000120832161087492,0,0
29037,0.0089637003839016,0.0470319576561451,0.0357220321893692,0.00850634835660458,0.00138543744105846,0.00258493260480464,0.147896081209183,2.32521506404737e-05,0.000324376975186169,6.38197307125665e-05,0.00032355121220462,0.513659536838531,0.213084548711777,0.0192063208669424,0.00122408487368375,2001,NA,NA,NA,NA,NA,NA,NA,0.493394434452057,10008.4,0.0224486794746761,NA,NA,NA,NA
29037,0.00952342711389065,0.0461854971945286,0.0434142239391804,0.0134558873251081,0.00252825603820384,0.00329981255345047,0.144723400473595,2.62205103354063e-05,0.000338229321641847,6.33250092505477e-05,0.00167582929134369,0.493394434452057,0.221006497740746,0.0190935283899307,0.00127140176482499,2011,"CASS",29,37,1635,313532,9503000,1844,0.493394434452057,10008.4,0.0224486794746761,0.213084548711777,0.00792194902896898,0,0
29037,0.011260618455708,0.0495280809700489,0.0457683429121971,0.0152741074562073,0.00316101126372814,0.0039236769080162,0.14346119761467,0.000204322088393383,0.00036395838833414,0.00155251333490014,0.00262592174112797,0.466664344072342,0.236112177371979,0.0189210623502731,0.00117866660002619,2021,"CASS",29,37,1495,319314,13244000,3318,0.493394434452057,10008.4,0.0224486794746761,0.221006497740746,0.015105679631233,0,0
29039,0.0450096428394318,0.037360418587923,0.00891370791941881,0.00159085949417204,0.000342157960403711,0.00129214313346893,0.360806703567505,0.00336720468476415,0.0135692171752453,6.06018511462025e-06,0.000540762848686427,0.503028929233551,0.019580265507102,0.00414026668295264,0.000451625179266557,2001,NA,NA,NA,NA,NA,NA,NA,0.499575823545456,2171.1,0.0071497693934885,NA,NA,NA,NA
29039,0.0434833914041519,0.0377056300640106,0.0105911064893007,0.0020688958466053,0.000406965875299647,0.00162450736388564,0.355045229196548,0.00362164597027004,0.0135792847722769,3.27523921441752e-05,0.00215060310438275,0.499575823545456,0.0256170239299536,0.00397511059418321,0.000522007991094142,2011,"CEDAR",29,39,952,228063,-89000,1146,0.499575823545456,2171.1,0.0071497693934885,0.019580265507102,0.0060367584228516,0,0
29039,0.0449075885117054,0.0389542579650879,0.0111690042540431,0.00231279665604234,0.000457836606074125,0.00192420603707433,0.348865538835526,0.00359028717502952,0.0132202487438917,0.000383272650651634,0.00242540589533746,0.490731239318848,0.0366866290569305,0.00387127883732319,0.000500405323691666,2021,"CEDAR",29,39,819,189749,1184000,1822,0.499575823545456,2171.1,0.0071497693934885,0.0256170239299536,0.0110696051269769,0,0
29041,0.0204599406570196,0.0280682817101479,0.0159225109964609,0.00183232082054019,0.000257096369750798,0.000743864569813013,0.100023217499256,0.000183091236976907,0.00105184374842793,1.35958835016936e-05,0.000150461113662459,0.305066674947739,0.446449100971222,0.0652489513158798,0.0145291015505791,2001,NA,NA,NA,NA,NA,NA,NA,0.29282146692276,32613.1,0.067837516265065,NA,NA,NA,NA
29041,0.0202814172953367,0.0270765442401171,0.0180466342717409,0.0020082329865545,0.00027023907750845,0.00163775880355388,0.0992317646741867,0.000186716803000309,0.00105444015935063,3.71620808437001e-05,0.000558688247110695,0.29282146692276,0.45659413933754,0.0644770190119743,0.015717776492238,2011,"CHARITON",29,41,1095,378637,20317000,1333,0.29282146692276,32613.1,0.067837516265065,0.446449100971222,0.010145038366318,0,0
29041,0.0201705433428288,0.0277193356305361,0.0183812901377678,0.00204769731499255,0.000321450235787779,0.00282312976196408,0.0986955836415291,0.00033989708754234,0.00106325617525727,0.00116668012924492,0.00192895042710006,0.272575348615646,0.47284871339798,0.0630777552723885,0.0168404262512922,2021,"CHARITON",29,41,1120,406355,41317000,2973,0.29282146692276,32613.1,0.067837516265065,0.45659413933754,0.01625457406044,0,0
29043,0.000702651566825807,0.0536497235298157,0.0176332704722881,0.0057170488871634,0.000935636053327471,0.00168432609643787,0.418675273656845,0.0165552776306868,0.0403308384120464,0.000261337088886648,0.000476447079563513,0.442307710647583,0.000107246822153684,0.000789701356552541,0.000173479478689842,2001,NA,NA,NA,NA,NA,NA,NA,0.43033891916275,56.9,0.000158026906658228,NA,NA,NA,NA
29043,0.000839483691379428,0.0550056025385857,0.0276513118296862,0.0108617022633553,0.00168821285478771,0.00211947690695524,0.412718027830124,0.0159115698188543,0.0398615784943104,0.000184908305527642,0.00146582419984043,0.43033891916275,0.000413578236475587,0.000771028688177466,0.000168730388395488,2011,"CHRISTIAN",29,43,1294,213477,3859000,2387,0.43033891916275,56.9,0.000158026906658228,0.000107246822153684,0.000306331414321903,0,0
29043,0.000953338050749153,0.0592562183737755,0.029599666595459,0.0126004563644528,0.00190702104009688,0.00248372042551637,0.409986406564713,0.0156691819429398,0.0393168963491917,0.000591963063925505,0.0016174262855202,0.421487033367157,0.00356127112172544,0.000742059724871069,0.000227284690481611,2021,"CHRISTIAN",29,43,1177,179468,-1817000,3124,0.43033891916275,56.9,0.000158026906658228,0.000413578236475587,0.00314769288524985,0,0
29045,0.0121620269492269,0.0300532076507807,0.0151804536581039,0.00172408053185791,0.000217943801544607,0.000582519569434226,0.229021653532982,0.00218682456761599,0.00552443088963628,0.000138501156470738,0.000261387001955882,0.266484081745148,0.39583957195282,0.0370338261127472,0.00358952442184091,2001,NA,NA,NA,NA,NA,NA,NA,0.247934103012085,20334.1,0.062964077576472,NA,NA,NA,NA
